chat_user;dialog_str;line;request_text;result;sure_topic;type
69391a51f48d95668e7d2aa0; driver\nWhen will iget ride;taxi_intl_pak_driver;When will iget ride;en;Drugoe;drivers
6943c21bf48d95668eceb29c; driver\nklent chiqmadi telfon olmidi\n\n driver\n👎;intl_uzb_driver;👎;uz;Drugoe;drivers
69370863f48d95668eaf5b05; driver\nGamarjobat ramdenma unda daweros 5 varskvlavi ro reitingi mogvematos? 3 adaminma chem win damiwera 5 varskvlavi da 4.99 ar cdeba 5 ver avalt verasdros?;intl_geo_driver;Gamarjobat ramdenma unda daweros 5 varskvlavi ro reitingi mogvematos? 3 adaminma chem win damiwera 5 varskvlavi da 4.99 ar cdeba 5 ver avalt verasdros?;ka;Drugoe;drivers
6937bd56f48d95668e48e79a; driver\n383933 check this ride bonus ma ganiya ko xa ki nai maile uhalai 50 mtr jati orai jhardiya uhale yehi jhardinu vaner;organisations/yandex/lines/taxi-intl-nepal-driver;383933 check this ride bonus ma ganiya ko xa ki nai maile uhalai 50 mtr jati orai jhardiya uhale yehi jhardinu vaner;ne;Drugoe;drivers
695031bbf48d95668e5386c1; driver\nАссалому алейкум яхшимисиз\n\n operator\nAssalomu alaykum!\n\nMen sizning xabaringizni ko'rmoqdaman, men hamma narsani diqqat bilan tekshiraman. Agar bizning yordam kerak bo'lsa - men javob bilan tez orada qaytaman.\n\n driver\nОхирги бекор килган заказим 5 киши екан жудда маст холда уларга 2 та мошина таклиф килдм  ула рози болишмади;intl_uzb_driver;Охирги бекор килган заказим 5 киши екан жудда маст холда уларга 2 та мошина таклиф килдм  ула рози болишмади;uz;Otzyv_o_passajire_5_celovek_i_bolee;drivers
69451496f48d95668e8cc6f7; driver\nPayment kasari prapta garne khalti join Garda Pani paisa aayena ta khalti app ma;organisations/yandex/lines/taxi-intl-nepal-driver;Payment kasari prapta garne khalti join Garda Pani paisa aayena ta khalti app ma;ne;Drugoe;drivers
6949dda5f48d95668e9dc8c3; driver\nBuenas no hes\n\n operator\nHola,\n\n¡Gracias por contactarnos! En breve, uno de nuestros agentes estará contigo.\n\n👉🏼 Si ya nos compartiste tu consulta, estamos revisándola. Si aún no lo has hecho, por favor, cuentános con más detalles.\n\n👉🏼 Si se trata de un viaje, por favor, comparte con nosotros el número del pedido. Si no lo tienes, envíanos la fecha y hora o las direcciones de inicio y destino.\n\nEstamos aquí para ayudarte 🙌🏼\n\n operator\nEstoy aquí para ayudarte. Para ello, por favor dime más detalles y si es posible una captura de pantalla del inconveniente.\n\n driver\nSolicité el retiro de mis bonificaciones a la empresa asociada desde muy temprano el día de hoy;organisations/yandex/lines/taxi-intl-peru-driver;Solicité el retiro de mis bonificaciones a la empresa asociada desde muy temprano el día de hoy;es;Drugoe;drivers
6945af12f48d95668e274071; driver\nSaatdan coxduye ujey sifariş gelmir;taxi_intl_aze_driver_premium;Saatdan coxduye ujey sifariş gelmir;az;Raspredelenie_zakazov;drivers
6941290ff48d95668e3348b0; driver\nSir hjr hijo asti ko jasto trip request Ayeko xaina kin hjr;organisations/yandex/lines/taxi-intl-nepal-driver;Sir hjr hijo asti ko jasto trip request Ayeko xaina kin hjr;ne;Drugoe;drivers
6943c527f48d95668e2b496c; driver\nZakaz atkaz bòldi;intl_uzb_driver;Zakaz atkaz bòldi;uz;Otzyv_o_passajire_Ne_vysel_ili_otmenil_na_polputi;drivers
6954ea40f48d95668ee5ef38; driver\nzakaz atmen qilib yubordi ancha vaqtimni oldi jonga tegdiku bulagayam nimadur chora ko'riladimi yo'qmi kanpitsatsa qoplab berilishini so'riyman;intl_uzb_driver;zakaz atmen qilib yubordi ancha vaqtimni oldi jonga tegdiku bulagayam nimadur chora ko'riladimi yo'qmi kanpitsatsa qoplab berilishini so'riyman;uz;Otzyv_o_passajire_Ne_vysel_ili_otmenil_na_polputi;drivers
694592e6f48d95668e465c95; driver\nArden 4 patver vercnum es chexarkum en;intl_arm_driver;Arden 4 patver vercnum es chexarkum en;hy;Drugoe;drivers
693f93f9f48d95668ecf4284;;organisations/yandex/lines/taxi-prod-intl-partner-urdu;aoa auranzab k kl k bonus q nhi aya kidly check;ur;Drugoe;drivers
6951417ff48d95668e6ecb68; driver\nRomels dagijerot aplikacia meubneba rom 4.75 reitingze chagertvebao dazustebuli pasuxi mindara tu martla 6tve ar chamertveba mashin unda gavauqmo da tyvila nu gamauqmebinebt\n\n operator\nმოგესალმებით!\n\nვხედავ თქვენს შეტყობინებას, ყველაფერს გადავამოწმებ. თუ დაგჭირდათ ჩვენი დახმარება - დაგიბრუნდებით პასუხით უახლოეს დროში.\n\n operator\nთქვენ შეძლებთ დაუბრუნდეთ ტარიფს \კომფორტ\ მხოლოდ 6 თვის გავლის შემდეგ.\n\nამ ვადის დასრულებისას, ჩვენ გეტყვით, თუ როგორ დაიბრუნოთ წვდომა.\n\n driver\nKai am bonus chavamtavreb da gavauqmeb da tqven kide arakompetenturi gundi xart  ar adekvaturad azrovnebt\n\n operator\nუკვე ვამოწმებ ინფორმაციას თქვენს კითხვასთან დაკავშირებით, მაგრამ შესაძლოა გარკვეული დრო დამჭირდეს. დაგიკავშირდებით, როგორც კი გავარკვევ ყველაფერს.\n\n\n operator\nყოველთვის მოხარული ვარ დაგეხმაროთ.\n\n driver\nWadi sheni roboti ......\n\n operator\nვამოწმებთ დეტალებს, როგორც კი დამატებითი ინფორმაცია გახდება ხელმისაწვდომი, ჩვენ დაუყოვნებლივ შეგატყობინებთ.\n\n driver\nSamsaxuridan gamagde da moxarullivar ro dagexmareo nametani siri robotebixart\n\n driver\nManqana rogor shevcvalo apshi an davamato\n\n driver\nVer vnaxe manqanis shecvlis ganyofileba;intl_geo_driver;Ver vnaxe manqanis shecvlis ganyofileba;ka;Drugoe;drivers
69398398f48d95668e08891b; driver\nНега мани Яндекс чёт жойларга буюртма беради марказга бермиди\n\n driver\nДойим Шахар ташкарисига кетаман;intl_uzb_driver;Дойим Шахар ташкарисига кетаман;uz;Drugoe;drivers
6946a4e7f48d95668effb1de; driver\nJy\n\n driver\nHelmet\n\n driver\nDoo;taxi_intl_pak_driver;Doo;en;Drugoe;drivers
693cc8e5f48d95668e8bbc7d; driver\nNije uvredu nista lose nisam uradio;intl_srb_driver;Nije uvredu nista lose nisam uradio;sr;Drugoe;drivers
6934d410f48d95668e4fc8e2; driver\nJel mogu da znam zasto mi nije uplacen novac;intl_srb_driver;Jel mogu da znam zasto mi nije uplacen novac;sr;Kesran;drivers
694506f3f48d95668e0e543d; driver\nБекор килди;intl_uzb_driver;Бекор килди;uz;Otzyv_o_passajire_Ne_vysel_ili_otmenil_na_polputi;drivers
693b50d8f48d95668ebf55d4; operator\nԲարև ձեզ։\n\nՏվյալները տրամադրելու համար մենք պետք է համոզվենք, որ դուք իրականում մեր գործընկեր կազմակերպության աշխատակիցն եք։ Խնդրում ենք ձեզ կապ հաստատել մեզ հետ ձեր Yandex Pro միջոցով։\n\nՀարգանքով՝ \nYandex Taxi աջակցման ծառայություն \nhttps://taxi.Yandex com\n\nYandex Go Support Team;intl_arm_driver;"От: Support <support@taxi.yandex.com>
Кому: Hovgasparyan.1993@mail.ru
Тема: Re: Обращение в службу поддержки Яндекс.Про

Բարև ձեզ։

Տվյալները տրամադրելու համար մենք պետք է համոզվենք, որ դուք իրականում մեր գործընկեր կազմակերպության աշխատակիցն եք։ Խնդրում ենք ձեզ կապ հաստատել մեզ հետ ձեր Yandex Pro միջոցով։

Հարգանքով՝ 
Yandex Taxi աջակցման ծառայություն 
https://taxi.Yandex com

Yandex Go Support Team";hy;Drugoe;drivers
695484dff48d95668ef4d5ec; driver\nKuch bike riders k Lia b Kuch extra bouns Ka ihtmam karian , shukria;taxi_intl_pak_driver;Kuch bike riders k Lia b Kuch extra bouns Ka ihtmam karian , shukria;ur;Drugoe;drivers
6946d5f0f48d95668e9970ff; driver\nYolcu bu yolculuğa ait yalnızca 170 TL ödeme yapmıştır geri kalan tutarı ödemeyi reddetmiştir yolcunun hesabına kısıtlama getir ve tutarı tahsil et;organisations/yandex/lines/taxi-intl-turkish-parks;Yolcu bu yolculuğa ait yalnızca 170 TL ödeme yapmıştır geri kalan tutarı ödemeyi reddetmiştir yolcunun hesabına kısıtlama getir ve tutarı tahsil et;tr;Kesran;drivers
6948d08ff48d95668e2c074e;;organisations/yandex/lines/taxi-prod-intl-partner-urdu;"Assalam o Alaikum,

Hamein aapki darkhwast moosool ho gayi hai jiski tamaam tafseelaat ko achi tarah se check kiya ja raha hai. Agar is mamlay ko hal karne mein apki madad chahiya hui, to hum aap se jald az jald raabta karenge.";ur;Drugoe;drivers
69329689f48d95668ed0e936; driver\nЗаказ Яндекс келмади соат копти нимага жахлим чиквоман\n\n operator\nAssalomu alaykum,\n\nMen tekshirdim, sizda aniq hech qanday cheklovlar yo'q. Qolaversa, siz hozir talab yuqori bo‘lgan hududdasiz. Talab katta bo'lgan joylarda buyurtmalar tez-tez keladi, shuning uchun sizga buyurtma tez orada kelishi kerak.\n\nXaritada ko'plab buyurtmalarga ega bo'lgan barcha hududlar binafsha rang bilan belgilangan.\n\nAgar sizda mavjud bo'lgan barcha tariflar yoqilgan bo'lsa va tez-tez shahar bo'ylab harakatlansangiz, buyurtma olish imkoniyati oshadi. Ilovada ikkala to'lov usulini tanlagan bo'lsangiz, buyurtma tezroq kelishi mumkin.\n\n driver\nЗаказ келмади соат копти нимага\n\n driver\nТел комади\n\n driver\nЗаказ топибмади жахлим чиквоман соат копти\n\n operator\nSoʻrovingiz asosida maʼlumotni tekshiryapman, ammo bunga biroz vaqt talab etilishi mumkin. Hammasini aniqlab, darhol siz bilan bogʻlanaman.\n\n driver\nТел комади топибмади жахлим чиквоман заказ келмади\n\n driver\nСоат копти нимага\n\n operator\nFoydalanuvchi chiqmagani va vaqtingiz bekor ketganidan afsusdaman. Endi tizim uning safarlarini kuzatib boradi.\n\nUstuvorlik ballarini yo’qotmaslik uchun “Joyida” holatida 10 daqiqa kutganingizdan keyin buyurtmani bekor qiling.\n\nBiz bu mavzu bo'yicha foydali ma'lumotlarni bir maqolaga joylashtirdik. Quyidagi havola ((https://education.training.yandex//?programUuid=7b6797f1-5a17-4a9f-83a8-96b6fa55e323&lang=uz orqali)) tanishib chiqishingiz mumkin.\n\n driver\nТел комади топибмади жахлим чиквоман соат копти нимага\n\n operator\nBiz allaqachon tafsilotlarni tekshirmoqdamiz. Biz sizga imkon qadar tezroq qaytamiz va ma'lumotlar paydo bo'lishi bilanoq xabar beramiz.\n\n driver\nШу клентга чора курилар заказ килди бордим заказни соат копти нимага жахлим чиквоман соат копти нимага\n\n driver\nЗаказ соат копти нимага жахлим чиквоман бакирвотим илтимос илтимос балл\n\n driver\nТел комади топибмади жахлим чиквоман илтимос соат копти нимага одам алдаб кочиб кетди топибмади\n\n driver\nИлтимос илтимос заказ алдаб нимага жуда жахлим чиквоман илтимос илтимос тел кил илтимос\n\n operator\nFoydalanuvchi chaqiruvga javob bermaganidan juda afsusdamiz. Har bitta sharhni biz foydalanuvchi tarixida qayd etib qoʻyamiz – agar qoidabuzarliklar takroran sodir etilayotganini payqasak, tizim uni xizmatdan chetlatishi mumkin. Bu haqda aytib berganingiz uchun rahmat!\n\nBu safar uchun buyurtmalar uchun Ustuvorlik ballari yechilmagan.\n\nBu foydalanuvchi haqidagi sharhlarni nazorat ostiga olamiz. Agar u tez-tez buyurtma berib, aytilgan joyga chiqmayotgan boʻlsa, uning xizmatdan foydalanish imkoniyatini cheklaymiz.\n\n driver\nЗаказ Яндекс соат кутаман заказ бошка кетди топибмади жахлим чиквоман соат копти нимага\n\n driver\nЗаказ алдаб кочиб кетди нимага жахлим чикдим чарчадим орвотиман илтимос соат копти нимага заказ Яндекс бошка кетди топибмади жахлим чиквоман\n\n driver\nЯндекс чакирмен удалить атмен атказ тезрок атмен\n\n driver\nРейтинг балл балл очиради кутариб берилар илтимос илтимос жахлим чиквоман илтимос\n\n driver\nЖахлим чиквоман соат копти нимага жахлим;intl_uzb_driver;Жахлим чиквоман соат копти нимага жахлим;uz;Drugoe;drivers
695268d2f48d95668eabee66; driver\nГде деньги за этот заказ 34458380?\n\n driver\nПочему яндекс компенсирует за этот заказ? \nЭто моя вина что ли не получилось списать с карты пользователя\n\n driver\nНе компенсирует;intl_ru_driver;Не компенсирует;ru;Drugoe;drivers
6937a81cf48d95668e35c525; driver\nHijo maele 22 ride ko gol gareko chhu bonus kina Ayena;organisations/yandex/lines/taxi-intl-nepal-driver;Hijo maele 22 ride ko gol gareko chhu bonus kina Ayena;ne;Drugoe;drivers
6954b9a9f48d95668e125ba0; driver\nבוקררררררר טובבבבבב\n\n operator\nשלום!🤗\n\nקיבלנו את הודעתך ואנחנו כבר בודקים את כל הפרטים. אם תידרש עזרתינו במשהו נוסף, אנחנו נחזור אליך בהקדם האפשרי.\n\nתודה לך על הסבלנות😇\n\n operator\nסליחה, אבל לא כל כך הבנתי מה קרה. אפשר לקבל ממך הסבר מפורט על מה שקרה?\n\n driver\nשיהיה לכם יום טוב;intl_isr_driver;שיהיה לכם יום טוב;he;Drugoe;drivers
6933ce66f48d95668e709370; driver\nВы можете наказать этого клиента;intl_ru_driver;Вы можете наказать этого клиента;ru;Drugoe;drivers
69447d66f48d95668e86d4de; driver\nBbarev dzez hachaxord@ chi texekacrel vor 6 hogi en,ev konflikte stexcel\n\n operator\nԲարև ձեզ։\n\nՄենք ստացել ենք ձեր հաղորդագրությունը․ կաշխատենք պատասխանել հնարավորինս արագ։\n\n operator\nԼավ չհասկացա, թե ինչ է եղել։ Կմանրամասնե՞ք։\n\n driver\nHachaxord@ meqena e kanchel gnacel em ,ev nranq exel en 6 hogi,ev konflikt en stexcel meqenayi mej chtexavorvelu hamar\n\n operator\nԱրդեն ստուգում եմ ձեր հարցին առնչվող տեղեկությունները, բայց կարող է մի փոքր ժամանակ պահանջվել։ Կկապվեմ ձեզ հետ անմիջապես, հենց որ ամեն ինչ իմանամ։\n\n driver\nLav;intl_arm_driver;Lav;hy;Drugoe;drivers
693255b6f48d95668e5237cc; driver\nКлиента тел килсам куттиб утирибман чикмади тел килсам заказ килмадим деди бекор килишга мажбурман;intl_uzb_driver;Клиента тел килсам куттиб утирибман чикмади тел килсам заказ килмадим деди бекор килишга мажбурман;uz;Drugoe;drivers
69468434f48d95668ea6beda; driver\nამ შეკვეთის თანხა რატომ არ ჩაერიცხა მძღოლს ??;organisations/yandex/lines/taxi-prod-intl-partner-geo;ამ შეკვეთის თანხა რატომ არ ჩაერიცხა მძღოლს ??;ka;Drugoe;drivers
694d3726f48d95668eeccba9; driver\nEkel hasel tex zangel en asum en peremiahka unes asi che\n\n driver\nAsuma lav patvern petqchi\n\n operator\nԲարև ձեզ։\n\nՄենք ստացել ենք ձեր հաղորդագրությունը․ կաշխատենք պատասխանել հնարավորինս արագ։\n\n driver\nCansl areq es gnam aahxatanqi;intl_arm_driver;Cansl areq es gnam aahxatanqi;hy;Drugoe;drivers
6953b449f48d95668ec70fe5; driver\nChora kórilar;intl_uzb_driver;Chora kórilar;kk;Drugoe;drivers
69386f87f48d95668e5f0a0d; driver\nMera pro level bhot Kam ho gia ha 19 pro level ha koi ride ni ati rider ride censil krta pro level Mera Kam ho jata ha;taxi_intl_pak_driver;Mera pro level bhot Kam ho gia ha 19 pro level ha koi ride ni ati rider ride censil krta pro level Mera Kam ho jata ha;ur;Drugoe;drivers
694a8da4f48d95668e32bb0d; driver\nSalut le passagé ne décroche pas je fais quoi???;intl_civ_driver;Salut le passagé ne décroche pas je fais quoi???;fr;Otzyv_o_passajire_Ne_vysel_ili_otmenil_na_polputi;drivers
694512bcf48d95668e57d67e; driver\nHello 9037968 yo ride number ko costumer sanga kunai concert vayana call resived garana maila 10 mnt wait garda pane response aayana aane maila 100m jati tada aayara ride end garako xu. Thank you ...;organisations/yandex/lines/taxi-intl-nepal-driver;Hello 9037968 yo ride number ko costumer sanga kunai concert vayana call resived garana maila 10 mnt wait garda pane response aayana aane maila 100m jati tada aayara ride end garako xu. Thank you ...;ne;Drugoe;drivers
69317fcdf48d95668eae5c50; driver\nбарев дзез.лав ур гнам вор патвер та 3 жама патвер чи талис.миат карох ек наел црагрис ет амен инч нормал е?\n\n driver\n6жама капи медж ем 3 ат патвер е твел\n\n driver\nенкан ем техс похел бан чи похвум\n\n operator\nԲարև ձեզ:\n\nՍտուգեցի. հաստատ սահմանափակումներ չունեք: Այժմ ձեր գտնվելու գոտին նշված է մանուշակագույնով: Դա նշանակում է, որ այստեղ կա բարձր պահանջարկ:\n\nՆոր պատվերն անմիջապես կարող է չգալ. ժամանակ է հարկավոր, որպեսզի համակարգը գտնի այն ձեզ համար: Շուտով պատվերը պետք է որ գա:\n\n driver\nверджин патверы катареем 3жам арадж лав инчкан карели е сенц\n\n operator\nԱրդեն ստուգում եմ ձեր հարցին առնչվող տեղեկությունները, բայց կարող է մի փոքր ժամանակ պահանջվել։ Կկապվեմ ձեզ հետ անմիջապես, հենց որ ամեն ինչ իմանամ։\n\n driver\nбарев дзез.инчу е им мот нвацел плюсннерс\n\n operator\nԱրդեն ստուգում եմ մանրամասները: Անմիջապես կկապվեմ ձեզ հետ, երբ ամեն ինչ պարզեմ: Շնորհակալություն սպասելու համար։\n\n driver\nмекенаи таретивы 24 е\n\n operator\nՊատմեք, թե ինչ է եղել։ Ուզում եմ արագ ամեն ինչ պարզել և օգնել ձեզ։\n\n driver\nмекенаи таретивс 24 тив е\n\n driver\nбаиц минус 18 е арел црагиры\n\n driver\nхи е аидпес\n\n driver\n84 петка линеи\n\n driver\n18 петк гумарвер\n\n operator\nՇնորհակալություն գրելու համար։ Առաջնահերթության միավորներ չեք ստացել, քանի որ մեքենան թողարկված է 2020 թվականից շուտ։ Առաջնահերթության լրացուցիչ միավորներ ստանալու համար մեքենան պետք է թողարկված լինի 2020 թվականին կամ ավելի ուշ։\n\nԵթե այլ հարցեր առաջանան, ուրախ կլինեմ օգնել:\n\n driver\nинчек хосум?\n\n driver\nмекенан 2024 тив е\n\n driver\nнаек\n\n driver\nтесек\n\n driver\n2020 иц шут сенц мекена чка ел ахр\n\n operator\nՇնորհակալություն գրելու համար։ Եթե ձեր ավտոմեքենան թողարկվել է 2020 թվականին կամ ավելի ուշ, ապա կստանաք Առաջնահերթության 6 միավոր։\n\nՈրքան շատ լինեն միավորները, այնքան բարձր կլինի Առաջնահերթությունը։ Դրանց քանակն իմանալ կարող եք հավելվածում․ սեղմեք գլխավոր էկրանի վերին ձախ անկյունում գտնվող թվանշանը։\n\nԵթե այլ հարցեր առաջանան, ուրախ կլինեմ օգնել։\n\n driver\nдук станум ек нкарнеры? воры дзез ухаркум ем\n\n driver\nскриншотеры станум ек?\n\n driver\nчек кардум инч ем грум\n\n driver\nим араджнаертутюны петк е лини 84 ыст яндекси оренкннери\n\n driver\nнаек\n\n operator\nԿատարեցի ստուգում։ Մեր տվյալների համաձայան` այս պահին ամեն բան կարգին է։ Եթե դեռ մնացել են հարցեր, գրեք, ուրախ կլինենք օգնել։\n\n driver\n2762994;intl_arm_driver;2762994;hy;Drugoe;drivers
694e5a76f48d95668e6959ab; driver\nmero hijo ko bonus paisa kina na aayeko hola aaile samma ?;organisations/yandex/lines/taxi-intl-nepal-driver;mero hijo ko bonus paisa kina na aayeko hola aaile samma ?;ne;Drugoe;drivers
6943ceb3f48d95668e3a2f53; driver\nBes menim 24 balon necə olacaq\n\n operator\nSalam!\n\nMesajınızı gördüm. Müraciətiniz əsasında araşdırma aparmaq lazımdır. Sizə mümkün qədər tez qayıtmağım və sıradakı yerinizi itirməmək üçün bu mesaja cavab yazmamağınız xahiş olunur.\n\n driver\nQaytarın hevesle isléyim;taxi_intl_aze_driver_premium;Qaytarın hevesle isléyim;az;Drugoe;drivers
693270edf48d95668efb721b; driver\nbarev dzez\narden 3 depqna kapuyt gceric patver em anum avel gumary chi poxancvum\n\n operator\nԲարև ձեզ։\n\nՄենք ստացել ենք ձեր հաղորդագրությունը․ կաշխատենք պատասխանել հնարավորինս արագ։\n\n driver\nknereq im harcin kpatasxaneq?;intl_arm_driver;knereq im harcin kpatasxaneq?;hy;Drugoe;drivers
69536ff7f48d95668eb8a534; driver\nمجھے کمپنی کے ساتھ کام کرتے ہوئے 11 مہینے ہو گئے ہیں میرا پرو لیول جو سو100 دن کے اوپر پانچ پرو لیول ملتے ہیں وہ کیوں نہیں ملے;taxi_intl_pak_driver;مجھے کمپنی کے ساتھ کام کرتے ہوئے 11 مہینے ہو گئے ہیں میرا پرو لیول جو سو100 دن کے اوپر پانچ پرو لیول ملتے ہیں وہ کیوں نہیں ملے;ur;Rejting__pocemu_nizkie_ozenki;drivers
6946de36f48d95668eabef2a; driver\nСизлар мени тушунмадилар менга нима камчилигим учун пас бахо куйишган шу камчиликларимни бартараф килиш учун нималарни тугрилашим керак\n\n driver\nШу хакида малумот берворинг илтимос\n\n operator\nAssalomu alaykum!\n\nReytingga faqat foydalanuvchilarning baholari taʼsir qiladi. Xizmatda mukammal reytingni himoyalash tizimi mavjud, — adolatsiz baholarni avtomatik oʻchirib yuboradi.\n\nSharhlarni \Sifat kartochkasi\ bo'limida o'qishingiz mumkin. U yerda siz o'tgan haftadagi baholarni ko'rishingiz mumkin, joriy haftaning natijalari esa keyingi chorshanba kuni paydo bo'ladi.\n\nIltimos, ((https://pro.yandex.com/uz-uz/tashkent/knowledge-base/taxi/rides/raiting standartlar)) bilan tanishib chiqing. Bu yuqori reytingni ushlab turish uchun zarur.\n\n driver\nБир кунда олти бал олиб ташлади нима сабабдан шуни малумотини билиш учун сизлар  мурожат килдим шу камчиликларимни бартараф килиш учун\n\n operator\nSoʻrovingiz asosida maʼlumotni tekshiryapman, ammo bunga biroz vaqt talab etilishi mumkin. Hammasini aniqlab, darhol siz bilan bogʻlanaman.\n\n driver\nШунга аник тиник малумот берворинг илтимос олдиндан рахмат;intl_uzb_driver;Шунга аник тиник малумот берворинг илтимос олдиндан рахмат;uz;Drugoe;drivers
694e0982f48d95668e1473c1; driver\nБарев дзез. Дук чек ашхатум дук ухаки  дзерек арнум индз ес ет 3 ора дзез грум зангумем вор дук петке вераканкнек артарутюн@ дук минч орс чкапнвецик индз ет дер миател реттингсек кцел\n\n operator\nԲարև ձեզ։\n\nՄենք ստացել ենք ձեր հաղորդագրությունը․ կաշխատենք պատասխանել հնարավորինս արագ։\n\n driver\nДук миат наек кани ат ек етпес патасхан ухаркел аранц патасхани\n\n driver\nМиат дзер верадаси амар твек вор кароханам кап астател\n\n operator\nԱրդեն ստուգում եմ ձեր հարցին առնչվող տեղեկությունները, բայց կարող է մի փոքր ժամանակ պահանջվել։ Կկապվեմ Ձեզ հետ անմիջապես, հենց որ ամեն ինչ իմանամ։\n\n operator\nԲարև Ձեզ։\n\nՆերողություն ենք խնդրում երկար պատասխանի համար: Մենք հասկանում ենք, որ Ձեր հարցը շատ կարևոր է և ցանկանում ենք այն օգնել լուծել հնարավորինս արագ:\n\nԽնդրում ենք կրկին գրել մեզ, եթե խնդիրը դեռ արդիական է:\n\n driver\nДук вочми банел чек арел вочмек индз ет айьпесел чкапнвец;intl_arm_driver;Дук вочми банел чек арел вочмек индз ет айьпесел чкапнвец;hy;Drugoe;drivers
694548acf48d95668e792cf7; driver\nAaja yango k vako fake tip aauxa call garda book garya xaina vanxa na cancel garna na jani manxe  aauxa\n\n operator\nनमस्कार,\n\nम अहिले यो समस्याको बारेमा हेरिरहेको छु र सकेसम्म चाँडो तपाईंलाई सम्पर्क गर्ने छु। \n\n operator\nKripaya malai order number pradan garnuhos. Yasle malai tapaiilai sakesamma chhito madad garn sahayog garnecha.\n\n driver\nlocation ma jada  ni pessnger  aaudaina cancel ni gardaina aafai cancel garnu parxa ani pro lvl ghatxa sir;organisations/yandex/lines/taxi-intl-nepal-driver;location ma jada  ni pessnger  aaudaina cancel ni gardaina aafai cancel garnu parxa ani pro lvl ghatxa sir;ne;Drugoe;drivers
693a7128f48d95668e293238; driver\nԲարև ձեզ, պատվերը վերցրել եմ 1,400 դրամ, ավարտել եմ 1,300 դրամ, գումարած 3 րոպեից ավելի սպասել, պատվերի վերջում պետք է լիներ 1,500 դրամ, ի՞նչու է 200 դրամ պակաս եղել, էլի վարորդի հաշվին նվերներ եք անում որովհետև;intl_arm_driver;Բարև ձեզ, պատվերը վերցրել եմ 1,400 դրամ, ավարտել եմ 1,300 դրամ, գումարած 3 րոպեից ավելի սպասել, պատվերի վերջում պետք է լիներ 1,500 դրամ, ի՞նչու է 200 դրամ պակաս եղել, էլի վարորդի հաշվին նվերներ եք անում որովհետև;hy;Drugoe;drivers
695231ebf48d95668e4686b6; driver\nSir raid nah aa rhi Kafi time Sy check kro sir online bhi hon sistum dakho\n\n operator\nAssalam o Alaikum,\n\nHum apki pareshani ko bilkul samajhte hain. Zyada orders hasil karne ke liye, koshish karein ke aise ilaqon mein jaien jahan zyada log hoon. In mein markets, bus stations, railway stations, airports, aur schools ya colleges working days par shamil hain. Jab aap in jagahon ke qareeb honge, to aapko orders milne ke zyada chances honge. Saath hi, peak hours ke dauran online rahen.\n\nUmeed hai yeh tips aapko zyada orders dilane mein madadgar sabit hongi.\n\n driver\nSir raid nah aa rhi;taxi_intl_pak_driver;Sir raid nah aa rhi;ur;Drugoe;drivers
693c6a7df48d95668e7058c2; driver\n39048166 клиент требовал открыть дверь и поставить багаж..пянный..сказал что мне поставят низкий оценки\n\n driver\nНе моя работа открыт двер;intl_ru_driver;Не моя работа открыт двер;ru;Drugoe;drivers
69425cabf48d95668ebb78f5; driver\nमेरो अहिलेको राईडको लोकेसन गलत छ;organisations/yandex/lines/taxi-intl-nepal-driver;मेरो अहिलेको राईडको लोकेसन गलत छ;ne;Drugoe;drivers
69368de2f48d95668eb66b5f; driver\nMüştəri deyir gec gelirsen sifarişi ləğv edirəm siz ise menim prioretiti azaldirsiniz bu duzgundu;taxi_intl_aze_driver_premium;Müştəri deyir gec gelirsen sifarişi ləğv edirəm siz ise menim prioretiti azaldirsiniz bu duzgundu;az;Drugoe;drivers
6945ac3df48d95668ee24322; driver\nЖ;organisations/yandex/lines/taxi-intl-rou-ru;Ж;ru;Drugoe;drivers
6935a2e0f48d95668eca1f92; driver\nBuenos días veo que este saldo no me refleja;organisations/yandex/lines/taxi-intl-peru-driver;;es;;drivers
69494486f48d95668e4e36e5; driver\nHom\n\n driver\nHola ola\n\n operator\nHola,\n\n¡Gracias por contactarnos! En breve, uno de nuestros agentes estará contigo.\n\n👉🏼 Si ya nos compartiste tu consulta, estamos revisándola. Si aún no lo has hecho, por favor, cuentános con más detalles.\n\n👉🏼 Si se trata de un viaje, por favor, comparte con nosotros el número del pedido. Si no lo tienes, envíanos la fecha y hora o las direcciones de inicio y destino.\n\nEstamos aquí para ayudarte 🙌🏼\n\n operator\nCésar,\n\nPor favor, cuéntame todos los detalles para que pueda ayudarte de la mejor manera posible y con la mayor rapidez.\n\n driver\nHola buenos dias tengo un bono pendiente del dia 13 de diciembre y ya pasó mas de una semana\n\n driver\nMe pueden solucionar ese tema porfavor\n\n operator\nEstoy aquí para ayudarte. Para ello, por favor dime más detalles y si es posible una captura de pantalla del inconveniente.\n\n driver\nEs del 13 de diciembre\n\n driver\nMe dijeron q en una semana\n\n driver\nMe devolverían\n\n driver\nMi bono\n\n operator\nPara poder entender mejor la situación, compárteme más detalles y, si es posible, una captura de pantalla del bono seleccionado donde se presenta el inconveniente.\nCon esa información podré orientarte de manera más precisa y rápida.\n\n driver\nEl dia 13 de diciembre\n\n driver\nMe quitaron mi bono\n\n driver\nY supuestamente me lo devolvian en una semana;organisations/yandex/lines/taxi-intl-peru-driver;Y supuestamente me lo devolvian en una semana;es;Drugoe;drivers
